customer_id,unsupervised_score,lr_score,rf_score
C24280,618,618,604
C24281,618,618,618
C24282,600,600,603
C24283,618,618,616
C24284,600,600,603
C24285,475,475,475
C24286,475,475,475
C24287,475,475,475
C24288,457,457,457
C24289,654,654,654
C24290,654,654,654
C24291,654,654,653
C24292,636,636,637
C24293,439,439,439
C24294,439,439,439
C24295,439,439,439
C24296,439,439,439
C24297,707,707,707
C24298,725,725,725
C24299,689,689,688
C24300,689,689,705
C24301,457,457,457
C24302,457,457,457
C24303,457,457,457
C24304,457,457,457
C24305,529,529,542
C24306,546,546,548
C24307,546,546,546
C24308,546,546,548
C24309,529,529,529
C24310,511,511,512
C24311,529,529,529
C24312,529,529,529
C24313,600,600,599
C24314,546,546,545
C24315,564,564,571
C24316,564,564,571
C24317,618,618,617
C24318,636,636,634
C24319,564,564,563
C24320,618,618,618
C24321,493,493,495
C24322,493,493,493
C24323,475,475,467
C24324,493,493,496
C24325,475,475,479
C24326,457,457,457
C24327,457,457,457
C24328,457,457,457
C24329,689,689,690
C24330,689,689,688
C24331,689,689,689
C24332,671,671,689
C24333,689,689,690
C24334,671,671,666
C24335,671,671,663
C24336,671,671,662
C24337,493,493,505
C24338,493,493,514
C24339,511,511,520
C24340,493,493,513
C24341,689,689,689
C24342,689,689,689
C24343,689,689,689
C24344,689,689,687
C24345,618,618,618
C24346,600,600,600
C24347,600,600,602
C24348,600,600,602
C24349,529,529,528
C24350,546,546,536
C24351,511,511,519
C24352,529,529,524
C24353,546,546,544
C24354,546,546,541
C24355,546,546,541
C24356,546,546,548
C24357,546,546,547
C24358,546,546,547
C24359,546,546,546
C24360,546,546,546
C24361,743,743,743
C24362,743,743,743
C24363,743,743,743
C24364,743,743,743
C24365,707,707,707
C24366,707,707,705
C24367,707,707,705
C24368,707,707,707
C24369,439,439,439
C24370,439,439,439
C24371,439,439,439
C24372,404,403,404
C24373,600,600,598
C24374,618,618,622
C24375,600,600,600
C24376,600,600,598
C24377,707,707,710
C24378,725,725,726
C24379,654,654,686
C24380,725,725,725
C24381,689,689,683
C24382,689,689,676
C24383,689,689,676
C24384,689,689,683
C24385,689,689,688
C24386,671,671,663
C24387,689,689,688
C24388,689,689,686
C24389,654,654,654
C24390,671,671,672
C24391,654,654,655
C24392,636,636,636
C24393,582,582,583
C24394,582,582,583
C24395,582,582,583
C24396,582,582,604
C24397,439,439,439
C24398,386,386,386
C24399,511,511,477
C24400,439,439,439
C24401,475,475,475
C24402,546,546,546
C24403,546,546,546
C24404,546,546,546
C24405,493,493,493
C24406,511,511,520
C24407,493,493,493
C24408,493,493,493
C24409,475,475,475
C24410,439,439,439
C24411,457,457,457
C24412,493,493,493
C24413,564,564,562
C24414,582,582,581
C24415,600,600,599
C24416,564,564,563
C24417,564,564,563
C24418,564,564,565
C24419,564,564,564
C24420,582,582,589
C24421,529,529,529
C24422,546,546,546
C24423,564,564,562
C24424,511,511,511
C24425,743,743,743
C24426,743,743,743
C24427,743,743,743
C24428,707,707,707
C24429,618,618,618
C24430,618,618,618
C24431,618,618,618
C24432,618,618,619
C24433,654,654,653
C24434,671,671,671
C24435,654,654,654
C24436,654,654,654
C24437,618,618,614
C24438,671,671,652
C24439,618,618,614
C24440,600,600,589
C24441,546,546,546
C24442,546,546,545
C24443,546,546,546
C24444,546,546,545
C24445,654,654,649
C24446,636,636,638
C24447,671,671,671
C24448,671,671,671
C24449,654,654,654
C24450,654,654,654
C24451,654,654,653
C24452,689,689,690
C24453,761,761,762
C24454,761,761,761
C24455,761,761,761
C24456,743,743,738
C24457,743,743,740
C24458,743,743,738
C24459,707,707,695
C24460,743,743,738
C24461,475,475,475
C24462,475,475,475
C24463,475,475,475
C24464,493,493,488
C24465,671,671,671
C24466,636,636,636
C24467,618,618,619
C24468,618,618,618
C24469,707,707,710
C24470,689,689,703
C24471,707,707,708
C24472,707,707,707
C24473,725,725,725
C24474,725,725,725
C24475,725,725,725
C24476,725,725,725
C24477,636,636,636
C24478,636,636,636
C24479,636,636,635
C24480,636,636,636
C24481,654,654,646
C24482,761,761,761
C24483,761,761,761
C24484,761,761,761
C24485,457,457,457
C24486,421,421,422
C24487,421,421,422
C24488,457,457,457
C24489,707,707,704
C24490,689,689,686
C24491,707,707,704
C24492,707,707,704
C24493,493,493,532
C24494,511,511,520
C24495,511,511,519
C24496,511,511,560
C24497,439,439,439
C24498,475,475,474
C24499,439,439,439
C24500,439,439,439
C24501,671,671,670
C24502,636,636,642
C24503,654,654,656
C24504,618,618,615
C24505,475,475,475
C24506,475,475,475
C24507,475,475,475
C24508,475,475,475
C24509,743,743,743
C24510,743,743,743
C24511,743,743,742
C24512,743,743,743
C24513,511,511,510
C24514,475,475,475
C24515,475,475,475
C24516,511,511,497
C24517,725,725,726
C24518,707,707,707
C24519,725,725,725
C24520,725,725,725
C24521,582,582,584
C24522,546,546,542
C24523,511,511,511
C24524,618,618,580
C24525,457,457,457
C24526,457,457,457
C24527,439,439,439
C24528,457,457,457
C24529,600,600,599
C24530,600,600,600
C24531,600,600,600
C24532,636,636,622
C24533,725,725,725
C24534,725,725,726
C24535,689,689,676
C24536,689,689,677
C24537,564,564,571
C24538,546,546,547
C24539,546,546,547
C24540,564,564,570
C24541,457,457,457
C24542,457,457,457
C24543,457,457,457
C24544,457,457,457
C24545,671,671,675
C24546,671,671,674
C24547,671,671,675
C24548,671,671,675
C24549,475,475,474
C24550,511,511,512
C24551,475,475,475
C24552,475,475,475
C24553,618,618,613
C24554,671,671,671
C24555,654,654,653
C24556,654,654,653
C24557,529,529,532
C24558,529,529,534
C24559,529,529,531
C24560,546,546,565
C24561,671,671,672
C24562,671,671,671
C24563,654,654,655
C24564,671,671,672
C24565,564,564,564
C24566,546,546,546
C24567,600,600,619
C24568,546,546,544
C24569,618,618,618
C24570,618,618,618
C24571,618,618,619
C24572,636,636,635
C24573,582,582,576
C24574,564,564,564
C24575,564,564,563
C24576,546,546,528
C24577,546,546,544
C24578,546,546,546
C24579,546,546,546
C24580,582,582,582
C24581,404,404,404
C24582,404,404,404
C24583,368,368,375
C24584,404,404,404
C24585,493,493,493
C24586,493,493,493
C24587,493,493,493
C24588,493,493,493
C24589,564,564,565
C24590,564,564,565
C24591,529,529,529
C24592,564,564,563
C24593,493,493,497
C24594,564,564,551
C24595,511,511,497
C24596,457,457,477
C24597,671,671,641
C24598,654,654,641
C24599,654,654,651
C24600,600,600,626
C24601,707,707,713
C24602,707,707,713
C24603,707,707,716
C24604,707,707,713
C24605,689,689,684
C24606,689,689,687
C24607,689,689,688
C24608,689,689,684
C24609,600,600,600
C24610,600,600,600
C24611,618,618,618
C24612,600,600,601
C24613,475,475,475
C24614,457,457,457
C24615,475,475,476
C24616,475,475,475
C24617,618,618,613
C24618,582,582,595
C24619,618,618,619
C24620,582,582,597
C24621,511,511,508
C24622,529,529,529
C24623,529,529,529
C24624,511,511,507
C24625,511,511,535
C24626,529,529,541
C24627,511,511,527
C24628,493,493,517
C24629,636,636,640
C24630,636,636,642
C24631,636,636,642
C24632,636,636,635
C24633,671,671,671
C24634,671,671,671
C24635,671,671,671
C24636,618,618,633
C24637,511,511,513
C24638,511,511,513
C24639,529,529,532
C24640,511,511,513
C24641,564,564,550
C24642,546,546,545
C24643,546,546,534
C24644,546,546,546
C24645,439,439,439
C24646,404,403,404
C24647,404,403,404
C24648,404,403,404
C24649,689,689,699
C24650,689,689,699
C24651,689,689,699
C24652,689,689,699
C24653,707,707,707
C24654,654,654,648
C24655,689,689,688
C24656,707,707,708
C24657,689,689,687
C24658,654,654,654
C24659,671,671,677
C24660,618,618,625
C24661,475,475,475
C24662,475,475,475
C24663,475,475,475
C24664,475,475,475
C24665,493,493,493
C24666,475,475,475
C24667,475,475,475
C24668,475,475,475
C24669,439,439,439
C24670,439,439,439
C24671,457,457,458
C24672,439,439,439
C24673,725,725,725
C24674,725,725,725
C24675,725,725,725
C24676,689,689,706
C24677,493,493,493
C24678,493,493,493
C24679,493,493,493
C24680,493,493,493
C24681,725,725,715
C24682,707,707,710
C24683,725,725,714
C24684,707,707,707
C24685,636,636,609
C24686,654,654,654
C24687,654,654,652
C24688,654,654,652
C24689,761,761,761
C24690,761,761,761
C24691,743,743,743
C24692,761,761,761
C24693,707,707,706
C24694,725,725,727
C24695,707,707,704
C24696,654,654,652
C24697,511,511,510
C24698,511,511,504
C24699,511,511,504
C24700,511,511,506
C24701,689,689,689
C24702,671,671,651
C24703,671,671,651
C24704,671,671,651
C24705,654,654,661
C24706,654,654,658
C24707,654,654,661
C24708,600,600,622
C24709,582,582,623
C24710,493,493,506
C24711,511,511,512
C24712,493,493,501
C24713,654,654,660
C24714,654,654,650
C24715,671,671,670
C24716,654,654,652
C24717,600,600,600
C24718,600,600,600
C24719,564,564,567
C24720,600,600,600
C24721,707,707,705
C24722,689,689,670
C24723,689,689,662
C24724,707,707,704
C24725,600,600,598
C24726,582,582,583
C24727,564,564,554
C24728,636,636,631
C24729,689,689,695
C24730,707,707,706
C24731,707,707,710
C24732,725,725,726
C24733,529,529,528
C24734,511,511,511
C24735,511,511,511
C24736,511,511,511
C24737,493,493,492
C24738,511,511,511
C24739,511,511,511
C24740,511,511,511
C24741,475,475,467
C24742,493,493,492
C24743,475,475,468
C24744,493,493,489
C24745,707,707,705
C24746,707,707,706
C24747,707,707,707
C24748,707,707,705
C24749,475,475,482
C24750,457,457,462
C24751,439,439,448
C24752,457,457,467
C24753,582,582,583
C24754,546,546,554
C24755,582,582,583
C24756,600,600,597
C24757,707,707,706
C24758,689,689,679
C24759,707,707,706
C24760,689,689,676
C24761,618,618,615
C24762,636,636,623
C24763,618,618,615
C24764,654,654,656
C24765,618,618,618
C24766,600,600,592
C24767,618,618,620
C24768,618,618,620
C24769,439,439,439
C24770,421,421,421
C24771,421,421,421
C24772,421,421,421
C24773,689,689,689
C24774,689,689,692
C24775,689,689,688
C24776,689,689,692
C24777,689,689,684
C24778,689,689,689
C24779,707,707,704
C24780,707,707,709
C24781,493,493,493
C24782,493,493,493
C24783,493,493,493
C24784,475,475,475
C24785,671,671,671
C24786,671,671,671
C24787,671,671,671
C24788,671,671,671
C24789,457,457,457
C24790,457,457,457
C24791,439,439,439
C24792,439,439,439
C24793,529,529,528
C24794,529,529,528
C24795,529,529,528
C24796,511,511,511
C24797,511,511,511
C24798,582,582,587
C24799,529,529,533
C24800,529,529,533
C24801,689,689,685
C24802,654,654,654
C24803,654,654,651
C24804,707,707,707
C24805,457,457,457
C24806,457,457,457
C24807,457,457,457
C24808,457,457,457
C24809,564,564,568
C24810,564,564,567
C24811,600,600,618
C24812,529,529,563
C24813,636,636,658
C24814,654,654,654
C24815,654,654,658
C24816,582,582,584
C24817,475,475,475
C24818,475,475,475
C24819,475,475,475
C24820,475,475,475
C24821,564,564,559
C24822,564,564,563
C24823,564,564,559
C24824,564,564,563
C24825,564,564,557
C24826,582,582,576
C24827,564,564,562
C24828,564,564,563
C24829,564,564,564
C24830,546,546,536
C24831,564,564,564
C24832,564,564,564
C24833,654,654,647
C24834,654,654,650
C24835,636,636,633
C24836,636,636,633
C24837,421,421,421
C24838,439,439,439
C24839,439,439,439
C24840,475,475,475
C24841,600,600,599
C24842,600,600,600
C24843,600,600,599
C24844,618,618,598
C24845,439,439,439
C24846,439,439,439
C24847,421,421,421
C24848,457,457,457
C24849,689,689,689
C24850,707,707,707
C24851,707,707,707
C24852,707,707,707
C24853,618,618,627
C24854,618,618,627
C24855,618,618,630
C24856,618,618,636
C24857,725,725,725
C24858,725,725,725
C24859,725,725,725
C24860,725,725,725
C24861,707,707,707
C24862,689,689,694
C24863,707,707,707
C24864,707,707,707
C24865,707,707,707
C24866,725,725,756
C24867,725,725,740
C24868,707,707,707
C24869,457,457,457
C24870,457,457,457
C24871,457,457,456
C24872,493,493,493
C24873,511,511,511
C24874,493,493,489
C24875,457,457,457
C24876,493,493,473
C24877,761,761,761
C24878,689,689,690
C24879,689,689,688
C24880,689,689,689
C24881,689,689,689
C24882,689,689,689
C24883,689,689,689
C24884,689,689,689
C24885,707,707,706
C24886,743,743,743
C24887,707,707,707
C24888,707,707,707
C24889,618,618,619
C24890,618,618,619
C24891,600,600,605
C24892,618,618,619
C24893,421,421,421
C24894,421,421,421
C24895,421,421,421
C24896,421,421,421
C24897,671,671,671
C24898,689,689,668
C24899,636,636,620
C24900,600,600,604
C24901,654,654,654
C24902,654,654,654
C24903,654,654,653
C24904,654,654,654
C24905,457,457,460
C24906,421,421,421
C24907,421,421,421
C24908,421,421,421
C24909,671,671,641
C24910,654,654,654
C24911,671,671,658
C24912,671,671,658
C24913,654,654,654
C24914,654,654,654
C24915,654,654,654
C24916,654,654,655
C24917,475,475,477
C24918,439,439,439
C24919,421,421,421
C24920,439,439,439
C24921,457,457,458
C24922,457,457,462
C24923,457,457,458
C24924,457,457,458
C24925,421,421,421
C24926,421,421,421
C24927,421,421,421
C24928,421,421,421
C24929,689,689,689
C24930,689,689,688
C24931,689,689,688
C24932,671,671,695
C24933,582,582,584
C24934,582,582,584
C24935,564,564,563
C24936,582,582,584
C24937,654,654,654
C24938,654,654,654
C24939,654,654,654
C24940,671,671,638
C24941,511,511,511
C24942,493,493,495
C24943,493,493,499
C24944,493,493,493
C24945,743,743,742
C24946,743,743,742
C24947,743,743,742
C24948,725,725,726
C24949,529,529,529
C24950,511,511,511
C24951,511,511,511
C24952,511,511,511
C24953,493,493,496
C24954,493,493,495
C24955,493,493,496
C24956,511,511,542
C24957,743,743,743
C24958,743,743,743
C24959,743,743,743
C24960,743,743,743
C24961,725,725,725
C24962,725,725,730
C24963,689,689,689
C24964,689,689,700
C24965,511,511,512
C24966,511,511,512
C24967,493,493,493
C24968,511,511,512
C24969,618,618,613
C24970,618,618,613
C24971,600,600,599
C24972,564,564,575
C24973,725,725,725
C24974,725,725,725
C24975,725,725,725
C24976,725,725,725
C24977,671,671,667
C24978,671,671,669
C24979,671,671,668
C24980,671,671,666
C24981,564,564,566
C24982,564,564,565
C24983,529,529,529
C24984,511,511,517
C24985,582,582,583
C24986,582,582,581
C24987,564,564,564
C24988,582,582,578
C24989,546,546,546
C24990,493,493,493
C24991,475,475,475
C24992,493,493,493
C24993,529,529,538
C24994,546,546,552
C24995,546,546,552
C24996,511,511,512
C24997,511,511,506
C24998,493,493,504
C24999,511,511,501
C25000,493,493,493
C25001,654,654,654
C25002,618,618,616
C25003,618,618,618
C25004,618,618,620
C25005,529,529,536
C25006,493,493,511
C25007,493,493,511
C25008,493,493,511
C25009,636,636,634
C25010,636,636,628
C25011,546,546,572
C25012,582,582,610
C25013,457,457,456
C25014,439,439,439
C25015,475,475,473
C25016,439,439,439
C25017,671,671,655
C25018,636,636,644
C25019,671,671,652
C25020,654,654,655
C25021,439,439,439
C25022,404,403,404
C25023,421,421,421
C25024,421,421,421
C25025,618,618,617
C25026,618,618,617
C25027,654,654,635
C25028,618,618,617
C25029,421,421,421
C25030,421,421,421
C25031,421,421,421
C25032,421,421,421
C25033,564,564,563
C25034,582,582,568
C25035,582,582,566
C25036,582,582,566
C25037,421,421,421
C25038,421,421,421
C25039,421,421,421
C25040,421,421,421
C25041,600,600,591
C25042,582,582,577
C25043,582,582,579
C25044,582,582,576
C25045,457,457,457
C25046,457,457,457
C25047,457,457,457
C25048,457,457,457
C25049,725,725,719
C25050,725,725,722
C25051,725,725,719
C25052,725,725,719
C25053,529,529,529
C25054,546,546,546
C25055,529,529,529
C25056,529,529,526
C25057,421,421,421
C25058,457,457,457
C25059,439,439,439
C25060,404,403,404
C25061,725,725,725
C25062,654,654,667
C25063,725,725,725
C25064,725,725,725
C25065,546,546,546
C25066,546,546,546
C25067,564,564,564
C25068,546,546,546
C25069,457,457,474
C25070,421,421,432
C25071,421,421,421
C25072,475,475,472
C25073,421,421,421
C25074,439,439,439
C25075,421,421,421
C25076,421,421,421
C25077,529,529,525
C25078,546,546,546
C25079,529,529,526
C25080,529,529,525
C25081,439,439,439
C25082,439,439,439
C25083,439,439,439
C25084,439,439,439
C25085,439,439,439
C25086,439,439,439
C25087,457,457,468
C25088,439,439,439
C25089,475,475,475
C25090,475,475,478
C25091,475,475,475
C25092,511,511,485
C25093,600,600,602
C25094,600,600,602
C25095,600,600,600
C25096,600,600,602
C25097,600,600,629
C25098,564,564,585
C25099,546,546,556
C25100,564,564,585
C25101,421,421,458
C25102,439,439,484
C25103,439,439,485
C25104,439,439,485
C25105,439,439,439
C25106,439,439,439
C25107,439,439,439
C25108,439,439,439
C25109,636,636,632
C25110,564,564,603
C25111,636,636,636
C25112,707,707,706
C25113,689,689,686
C25114,689,689,691
C25115,671,671,670
C25116,671,671,670
C25117,421,421,421
C25118,457,457,456
C25119,439,439,439
C25120,439,439,439
C25121,618,618,618
C25122,618,618,620
C25123,618,618,621
C25124,618,618,618
C25125,529,529,529
C25126,529,529,529
C25127,529,529,528
C25128,529,529,529
C25129,689,689,689
C25130,689,689,687
C25131,671,671,639
C25132,654,654,631
C25133,636,636,637
C25134,636,636,667
C25135,636,636,643
C25136,636,636,672
C25137,493,493,493
C25138,493,493,493
C25139,511,511,512
C25140,493,493,493
C25141,689,689,689
C25142,689,689,690
C25143,689,689,687
C25144,671,671,681
C25145,743,743,744
C25146,779,779,779
C25147,761,761,761
C25148,725,725,725
C25149,600,600,603
C25150,582,582,581
C25151,582,582,580
C25152,600,600,603
C25153,564,564,554
C25154,529,529,525
C25155,564,564,558
C25156,564,564,558
C25157,689,689,686
C25158,671,671,670
C25159,689,689,689
C25160,689,689,687
C25161,529,529,529
C25162,546,546,545
C25163,546,546,546
C25164,529,529,529
C25165,725,725,725
C25166,671,671,673
C25167,725,725,724
C25168,689,689,689
C25169,689,689,689
C25170,689,689,689
C25171,689,689,689
C25172,689,689,689
C25173,475,475,475
C25174,475,475,475
C25175,493,493,493
C25176,475,475,475
C25177,618,618,618
C25178,618,618,616
C25179,618,618,617
C25180,618,618,616
C25181,457,457,458
C25182,439,439,439
C25183,439,439,438
C25184,439,439,439
C25185,636,636,604
C25186,636,636,635
C25187,618,618,596
C25188,636,636,632
C25189,421,421,421
C25190,439,439,439
C25191,439,439,439
C25192,439,439,439
C25193,725,725,724
C25194,671,671,693
C25195,743,743,729
C25196,725,725,725
C25197,671,671,669
C25198,671,671,669
C25199,671,671,666
C25200,689,689,689
C25201,493,493,503
C25202,493,493,501
C25203,511,511,531
C25204,493,493,509
C25205,386,386,386
C25206,386,386,386
C25207,386,386,386
C25208,386,386,386
C25209,743,743,720
C25210,725,725,725
C25211,725,725,723
C25212,725,725,709
C25213,582,582,583
C25214,582,582,583
C25215,582,582,584
C25216,600,600,604
C25217,725,725,725
C25218,725,725,726
C25219,725,725,726
C25220,689,689,688
C25221,707,707,707
C25222,707,707,707
C25223,636,636,629
C25224,707,707,707
C25225,725,725,725
C25226,725,725,724
C25227,779,779,779
C25228,725,725,725
C25229,707,707,707
C25230,707,707,706
C25231,707,707,706
C25232,725,725,717
C25233,689,689,690
C25234,671,671,673
C25235,689,689,690
C25236,689,689,689
C25237,439,439,439
C25238,457,457,457
C25239,439,439,439
C25240,439,439,439
C25241,671,671,669
C25242,671,671,669
C25243,671,671,670
C25244,671,671,670
C25245,707,707,708
C25246,707,707,707
C25247,707,707,706
C25248,707,707,710
C25249,671,671,669
C25250,725,725,725
C25251,743,743,742
C25252,743,743,742
C25253,439,439,440
C25254,457,457,461
C25255,439,439,440
C25256,439,439,439
C25257,707,707,708
C25258,707,707,708
C25259,689,689,692
C25260,689,689,692
C25261,582,582,583
C25262,600,600,597
C25263,582,582,596
C25264,582,582,583
C25265,636,636,628
C25266,671,671,701
C25267,654,654,658
C25268,636,636,652
C25269,475,475,480
C25270,457,457,455
C25271,439,439,439
C25272,421,421,421
C25273,689,689,688
C25274,689,689,688
C25275,689,689,688
C25276,689,689,689
C25277,707,707,709
C25278,689,689,667
C25279,689,689,689
C25280,689,689,685
C25281,618,618,621
C25282,654,654,653
C25283,654,654,655
C25284,654,654,653
C25285,439,439,439
C25286,439,439,439
C25287,475,475,475
C25288,439,439,439
C25289,618,618,617
C25290,600,600,600
C25291,600,600,600
C25292,600,600,600
C25293,671,671,666
C25294,654,654,653
C25295,636,636,630
C25296,654,654,654
C25297,707,707,707
C25298,689,689,690
C25299,707,707,707
C25300,707,707,707
C25301,600,600,602
C25302,600,600,603
C25303,600,600,602
C25304,600,600,607
C25305,564,564,564
C25306,546,546,550
C25307,564,564,562
C25308,546,546,546
C25309,707,707,706
C25310,725,725,725
C25311,707,707,706
C25312,600,600,611
C25313,707,707,708
C25314,689,689,690
C25315,707,707,716
C25316,707,707,712
C25317,564,564,563
C25318,546,546,547
C25319,564,564,565
C25320,546,546,547
C25321,457,457,458
C25322,457,457,457
C25323,457,457,457
C25324,457,457,458
C25325,671,671,671
C25326,636,636,633
C25327,636,636,631
C25328,636,636,631
C25329,636,636,636
C25330,636,636,636
C25331,618,618,610
C25332,582,582,575
C25333,457,457,457
C25334,475,475,475
C25335,475,475,475
C25336,475,475,475
C25337,457,457,457
C25338,457,457,457
C25339,511,511,511
C25340,457,457,457
C25341,475,475,475
C25342,529,529,537
C25343,493,493,513
C25344,546,546,555
C25345,618,618,617
C25346,564,564,564
C25347,564,564,560
C25348,564,564,561
C25349,600,600,643
C25350,582,582,586
C25351,671,671,671
C25352,689,689,704
C25353,493,493,493
C25354,457,457,457
C25355,457,457,457
C25356,457,457,457
C25357,493,493,493
C25358,493,493,493
C25359,511,511,511
C25360,493,493,493
C25361,671,671,671
C25362,671,671,671
C25363,671,671,670
C25364,671,671,670
C25365,689,689,690
C25366,689,689,690
C25367,689,689,690
C25368,671,671,675
C25369,582,582,606
C25370,654,654,640
C25371,654,654,640
C25372,654,654,642
C25373,671,671,674
C25374,671,671,676
C25375,636,636,630
C25376,671,671,674
C25377,439,439,438
C25378,457,457,445
C25379,439,439,439
C25380,439,439,439
C25381,761,761,761
C25382,761,761,759
C25383,779,779,770
C25384,689,689,688
C25385,654,654,654
C25386,654,654,654
C25387,636,636,636
C25388,636,636,635
C25389,654,654,654
C25390,654,654,653
C25391,671,671,671
C25392,636,636,637
C25393,779,779,778
C25394,761,761,761
C25395,779,779,779
C25396,779,779,779
C25397,404,404,404
C25398,404,404,404
C25399,404,404,404
C25400,421,421,433
C25401,493,493,493
C25402,529,529,530
C25403,493,493,493
C25404,493,493,493
C25405,529,529,530
C25406,511,511,512
C25407,529,529,511
C25408,529,529,520
C25409,582,582,582
C25410,582,582,588
C25411,582,582,589
C25412,582,582,585
C25413,546,546,554
C25414,546,546,546
C25415,511,511,534
C25416,493,493,490
C25417,600,600,598
C25418,600,600,599
C25419,600,600,599
C25420,636,636,631
C25421,582,582,591
C25422,564,564,565
C25423,564,564,564
C25424,564,564,564
C25425,654,654,654
C25426,618,618,609
C25427,636,636,632
C25428,636,636,639
C25429,636,636,637
C25430,707,707,707
C25431,636,636,638
C25432,636,636,638
C25433,671,671,672
C25434,671,671,672
C25435,671,671,673
C25436,671,671,672
C25437,600,600,598
C25438,600,600,600
C25439,600,600,600
C25440,582,582,594
C25441,439,439,439
C25442,439,439,439
C25443,439,439,439
C25444,457,457,457
C25445,457,457,457
C25446,457,457,457
C25447,457,457,457
C25448,457,457,457
C25449,689,689,687
C25450,654,654,651
C25451,689,689,688
C25452,689,689,691
C25453,511,511,512
C25454,511,511,515
C25455,529,529,530
C25456,511,511,511
C25457,654,654,654
C25458,671,671,672
C25459,654,654,655
C25460,600,600,618
C25461,493,493,493
C25462,493,493,493
C25463,493,493,493
C25464,546,546,546
C25465,404,404,404
C25466,421,421,421
C25467,439,439,442
C25468,421,421,421
C25469,564,564,589
C25470,600,600,605
C25471,600,600,606
C25472,564,564,580
C25473,654,654,653
C25474,600,600,604
C25475,618,618,603
C25476,636,636,627
C25477,511,511,489
C25478,493,493,493
C25479,475,475,475
C25480,564,564,521
C25481,582,582,582
C25482,564,564,561
C25483,564,564,561
C25484,564,564,560
C25485,618,618,619
C25486,475,475,513
C25487,600,600,600
C25488,671,671,669
C25489,636,636,657
C25490,689,689,689
C25491,707,707,708
C25492,707,707,707
C25493,689,689,690
C25494,671,671,669
C25495,636,636,644
C25496,689,689,687
C25497,457,457,457
C25498,529,529,526
C25499,457,457,457
C25500,457,457,457
C25501,707,707,707
C25502,725,725,725
C25503,725,725,725
C25504,707,707,707
C25505,654,654,654
C25506,671,671,671
C25507,689,689,676
C25508,689,689,674
C25509,671,671,666
C25510,671,671,666
C25511,671,671,666
C25512,654,654,680
C25513,671,671,670
C25514,689,689,688
C25515,689,689,689
C25516,689,689,688
C25517,671,671,674
C25518,671,671,668
C25519,636,636,611
C25520,654,654,657
C25521,493,493,493
C25522,493,493,493
C25523,475,475,471
C25524,511,511,513
C25525,600,600,601
C25526,600,600,600
C25527,618,618,618
C25528,618,618,620
C25529,618,618,616
C25530,600,600,594
C25531,618,618,616
C25532,618,618,616
C25533,636,636,639
C25534,654,654,655
C25535,654,654,654
C25536,654,654,654
C25537,618,618,621
C25538,600,600,600
C25539,600,600,602
C25540,600,600,598
C25541,636,636,632
C25542,600,600,601
C25543,618,618,618
C25544,618,618,619
C25545,511,511,511
C25546,529,529,531
C25547,546,546,546
C25548,529,529,531
C25549,707,707,707
C25550,689,689,687
C25551,725,725,735
C25552,743,743,743
C25553,493,493,491
C25554,439,439,439
C25555,457,457,457
C25556,457,457,457
C25557,636,636,636
C25558,636,636,636
C25559,618,618,618
C25560,618,618,618
C25561,475,475,476
C25562,475,475,474
C25563,475,475,475
C25564,475,475,474
C25565,707,707,703
C25566,707,707,703
C25567,689,689,685
C25568,707,707,704
C25569,654,654,628
C25570,654,654,655
C25571,636,636,635
C25572,636,636,637
C25573,725,725,724
C25574,725,725,723
C25575,725,725,725
C25576,707,707,707
C25577,654,654,652
C25578,654,654,654
C25579,636,636,630
C25580,654,654,654
C25581,457,457,457
C25582,457,457,457
C25583,457,457,457
C25584,457,457,457
C25585,618,618,618
C25586,636,636,636
C25587,582,582,587
C25588,546,546,546
C25589,671,671,671
C25590,636,636,632
C25591,671,671,674
C25592,671,671,671
C25593,529,529,529
C25594,529,529,529
C25595,511,511,512
C25596,529,529,529
C25597,475,475,480
C25598,457,457,457
C25599,457,457,457
C25600,457,457,457
C25601,386,386,386
C25602,386,386,386
C25603,386,386,386
C25604,386,386,386
C25605,725,725,726
C25606,761,761,757
C25607,725,725,727
C25608,743,743,743
C25609,689,689,689
C25610,689,689,689
C25611,689,689,689
C25612,654,654,638
C25613,725,725,725
C25614,725,725,725
C25615,725,725,725
C25616,725,725,722
C25617,546,546,545
C25618,564,564,564
C25619,564,564,564
C25620,564,564,558
C25621,671,671,676
C25622,671,671,677
C25623,671,671,682
C25624,671,671,679
C25625,475,475,475
C25626,475,475,475
C25627,475,475,475
C25628,475,475,475
C25629,457,457,457
C25630,457,457,457
C25631,457,457,457
C25632,457,457,457
C25633,529,529,533
C25634,511,511,507
C25635,511,511,506
C25636,511,511,507
C25637,511,511,499
C25638,529,529,525
C25639,529,529,522
C25640,529,529,525
C25641,689,689,648
C25642,636,636,638
C25643,636,636,639
C25644,636,636,639
C25645,564,564,564
C25646,564,564,564
C25647,564,564,564
C25648,564,564,563
C25649,671,671,663
C25650,671,671,671
C25651,654,654,645
C25652,654,654,644
C25653,689,689,687
C25654,689,689,687
C25655,689,689,687
C25656,671,671,671
C25657,618,618,652
C25658,636,636,689
C25659,618,618,652
C25660,671,671,713
C25661,796,796,796
C25662,761,761,761
C25663,761,761,762
C25664,779,779,779
C25665,743,743,743
C25666,725,725,725
C25667,743,743,743
C25668,725,725,719
C25669,654,654,654
C25670,654,654,653
C25671,654,654,650
C25672,654,654,654
C25673,618,618,613
C25674,618,618,613
C25675,618,618,618
C25676,618,618,618
